id,doc,chain,sourceLink,token,gapWords,roleType,charCount,tokenCount,gapUnits,kind,endNote,lit,POS_dft,wordWylie,word,tokenOrderFirst,tokenOrderLast,docTokenSeqFirst,docTokenSeqLast,chainCreateSeq,name,trailLayer,chainSize,entityType,layer,unitSeqFirst,unitSeqLast,treeEntry,combinedChunk,TextNoTsheg,TextNoCase,case,yang,ni,possessor,person,id_lower,doc_lower,unitStart,unitEnd,pID,inClique,srtLineStart,srtLineBo,iuEnd,iuStart,srtLineEn,iu,srtLineID,iuText,speaker,srtLineEnd,word_lower,wordWylie_lower,docTokenSeqFirst_lower,docTokenSeqLast_lower,reflexive,pronType,definite,identifiable,semrole,lexicality,referential,unitLastWord,treeParent,verbID,verbWord,lemma,suffix,force,evidMod,TA,subord,verbTokenSeqFirst,noPrevMentions,noPrevZero,noNextMentions,noNextZero,allPrevMentions,allPrevZero,allNextMentions,allNextZero,noPrevMentionsFar,noPrevZeroFar,noNextMentionsFar,noNextZeroFar,bridge,haveBridges,local,argOrder,noArgs,argBack,justFirst,justLast,interrog,argType,topic,animate,self,addressee,length,pronom,containsVerb,argTypeNew
WMbll4ONA57,island-sangdadorje-8501,S5LtQXgwqOX,mw0L1lGFHz4,8VxEjYkpkDG,43,A,18,4,8,,,,,rgan  lags  kyi  ,རྒན་ ལགས་ ཀྱི་  ས་,2,5,45,48,5,rgan lags,NA,61,person,refexpr,10,10,RbR6yC2lP4F,,རྒན་ ལགས་ ཀྱི་  ས,རྒན་ལགས་ཀྱི་ ས,NA,,,FALSE,2,QifmcCC8Fb2,island-sangdadorje-8501,12.541,13.357,NA,NA,0.6,རྒན་ལགས་དེ་རིང་སྔ་མ་ལྷ་སར་འཇག་མ་གླིང་ཁ་ཟེར་མཁན་ཡོད་རེད་པ། _ལྟ་དེང་སང་མིང་བསྒྱུར་བཞག_སྔོན་ལ་འཇག་མ་གླིང་ཁ་ཟེར་གྱི་འདུག_རྐུན་མ་གླིང་ཁ་ཡང་ཟེར་གྱི་འདུག_རྒན་ལགས་ཀྱི་འཇག་མ་གླིང་ཁའི་སྐོར་ངོ་སྤྲོད་ཞིག་གནང་རོགས་གནང་། ,13.357,12.541,"Sir, today we are going to talk about Jakma Lingkha in Lhasa. Nowadays, it got different names. In the old days, it was called Jakma Lingkha (Stalk Park) and also known as Künma Lingkha (Robber's Park). Can you please tell us something about the park?",10,1.0,ཨ་ནི་རྒན་ལགས་ཀྱི་,བཅར་འདྲི་ཞུ་མཁན་,19.3,ཨ་ནི་ རྒན་ ལགས་ ཀྱི་  ས་,a ni  rgan  lags  kyi  ,44,48,N,nonPron,na,2,agent,l,R,ཨ་ནི་ རྒན་ ལགས་ ཀྱི་  ས་,qDuNsARC76l,1s7K1Aw7TsO,གནང་ རོགས་ གནང་,གནང,རོགས་ གནང,Q,None,Neutral,NA,58,0.6931471805599453,0,0,0,1,0,25,0,0,0,3.258096538021482,0,0,0,1,1,2,2,0,0,0,A,0,1,0,1,1.3862943611198906,0,FALSE,Base
JVMJphbHCv3,island-sangdadorje-8501,fayhYD1EbrB,PUA8RM0lmva,GsWGL2J4R4Q,37,P,28,5,6,,,,,'jag ma  gling kha 'i  skor  'di ,འཇག་མ་ གླིང་ཁ འི་ སྐོར་ འདི་,1,5,49,53,137,'jag ma gling ka,NA,70,abstract,refexpr,11,11,rPHcZEuBqSk,,འཇག་མ་ གླིང་ཁ འི་ སྐོར་ འདི,འཇག་མ་གླིང་ཁའི་སྐོར་འདི,NA,,,FALSE,3,gNBujADB3Ql,island-sangdadorje-8501,13.899,15.099,NA,NA,0.6,རྒན་ལགས་དེ་རིང་སྔ་མ་ལྷ་སར་འཇག་མ་གླིང་ཁ་ཟེར་མཁན་ཡོད་རེད་པ། _ལྟ་དེང་སང་མིང་བསྒྱུར་བཞག_སྔོན་ལ་འཇག་མ་གླིང་ཁ་ཟེར་གྱི་འདུག_རྐུན་མ་གླིང་ཁ་ཡང་ཟེར་གྱི་འདུག_རྒན་ལགས་ཀྱི་འཇག་མ་གླིང་ཁའི་སྐོར་ངོ་སྤྲོད་ཞིག་གནང་རོགས་གནང་། ,15.099,13.899,"Sir, today we are going to talk about Jakma Lingkha in Lhasa. Nowadays, it got different names. In the old days, it was called Jakma Lingkha (Stalk Park) and also known as Künma Lingkha (Robber's Park). Can you please tell us something about the park?",11,1.0,འཇག་མ་གླིང་ཁའི་སྐོར་འདི་,བཅར་འདྲི་ཞུ་མཁན་,19.3,འཇག་མ་ གླིང་ཁ འི་ སྐོར་ འདི་,'jag ma  gling kha 'i  skor  'di ,49,53,N,nonPron,d,2,theme,l,R,འཇག་མ་ གླིང་ཁ འི་ སྐོར་ འདི་,qDuNsARC76l,1s7K1Aw7TsO,གནང་ རོགས་ གནང་,གནང,རོགས་ གནང,Q,None,Neutral,NA,58,0.6931471805599453,0,0.6931471805599453,0,1,0,33,0,0,0,3.4965075614664802,0,0,0,0,2,2,1,0,0.6931471805599453,0,P,0,0,0,0,2.0794415416798357,0,FALSE,P
L2b9JoFoDm9,island-sangdadorje-8501,fayhYD1EbrB,iAjJ35h9Yak,brsAEwjw8d5,17,COPS,17,3,4,,,,,'jag ma  gling kha 'i ,འཇག་མ་ གླིང་ཁ འི་,2,4,66,68,137,'jag ma gling ka,NA,70,abstract,refexpr,15,15,0ZRoxbIr5Mg,,འཇག་མ་ གླིང་ཁ འི,འཇག་མ་གླིང་ཁ,འི,,,FALSE,3,uTuj43YUOSx,island-sangdadorje-8501,19.537,20.62,NA,NA,19.333,ལགས་སོ། _ལྟ་འཇག་མ་གླིང་ཁའི་ལོ་རྒྱུས་དང་མིང་གང་འདྲ་ཐོབ་པ་རེད་ཟེར་ཡག་འདྲ་པོ། _རྐུན་མ་གླིང་ཁ་ཞེས་གང་འདྲ་བྱུང་བ་རེད། _ལྟ་དེའི་སྐོར་ལ་ལོ་རྒྱུས་ཀྱི་ཡིག་ཆ་འདི་འདྲ་ག་གལ་མཐོང་མ་མྱོང་། _ཡིན་ད་ཡིན། _གཅིག་བྱས་ན་ཡོད་ཀྱི་རེད་འདའི། ,20.62,19.537,"Sure. Regarding Jakma Lingkha or Künma Lingkha, I haven't seen any historical record about the history of the park and how it got these two names. Maybe there is a historical record.",15,2.0,ལྟ་འཇག་མ་གླིང་ཁའི་,རྒན་ལགས་,36.9,ལྟ་ འཇག་མ་ གླིང་ཁ འི་ /,lta  'jag ma  gling kha 'i  ,65,69,N,nonPron,na,2,theme,l,R,ལྟ་ འཇག་མ་ གླིང་ཁ འི་ /,gpHYKCxTr8J,906osSqbCsg,ཞུ་ གི་ ཡོད་ རེད་ ད,ཞུ,གི་ ཡོད་ རེད་ ད,Q,Ind,Pres,NA,72,1.0986122886681098,0,0,0,2,0,32,0,0,0,3.4965075614664802,0,0,0,0,1,2,2,0,1.0986122886681098,0,COPS,1,0,0,0,1.791759469228055,0,FALSE,Base
62PsAEKtAKt,island-sangdadorje-8501,RiRYnH3Zmj6,hyMzY8cWrxl,JwJB9SnJ38z,38,PRED,5,1,9,,,,,ga re ,ག་རེ་,1,1,71,71,10,'jag ma gling kha'i ming,NA,6,abstract,refexpr,17,17,SSzij2lx74y,,ག་རེ,ག་རེ,NA,,,FALSE,3,MzNXSDWIarr,island-sangdadorje-8501,21.466,22.32,NA,NA,19.333,ལགས་སོ། _ལྟ་འཇག་མ་གླིང་ཁའི་ལོ་རྒྱུས་དང་མིང་གང་འདྲ་ཐོབ་པ་རེད་ཟེར་ཡག་འདྲ་པོ། _རྐུན་མ་གླིང་ཁ་ཞེས་གང་འདྲ་བྱུང་བ་རེད། _ལྟ་དེའི་སྐོར་ལ་ལོ་རྒྱུས་ཀྱི་ཡིག་ཆ་འདི་འདྲ་ག་གལ་མཐོང་མ་མྱོང་། _ཡིན་ད་ཡིན། _གཅིག་བྱས་ན་ཡོད་ཀྱི་རེད་འདའི། ,22.32,21.466,"Sure. Regarding Jakma Lingkha or Künma Lingkha, I haven't seen any historical record about the history of the park and how it got these two names. Maybe there is a historical record.",17,2.0,ག་རེ་ཞུ་གི་ཡོད་རེད་ད། ,རྒན་ལགས་,36.9,ག་རེ་ ཞུ་ གི་ ཡོད་ རེད་ ད །,ga re  zhu  gi  yod  red  da /,71,77,N,inter,i,1,none,p,NR,ག་རེ་ ཞུ་ གི་ ཡོད་ རེད་ ད །,gpHYKCxTr8J,906osSqbCsg,ཞུ་ གི་ ཡོད་ རེད་ ད,ཞུ,གི་ ཡོད་ རེད་ ད,Q,Ind,Pres,NA,72,0,1.0986122886681098,0.6931471805599453,1.0986122886681098,1,2,2,2,0.6931471805599453,0,0.6931471805599453,0,0,0,0,2,2,1,0,0,1,PRED,0,0,0,0,1.0986122886681098,1,FALSE,PRED
zzgIbASCGaN,island-sangdadorje-8501,S5LtQXgwqOX,sdcFRmNrGAA,X3yJzb76DZr,4,S,2,1,1,,,,,nga ,ང་,1,1,167,167,5,rgan lags,NA,61,person,refexpr,32,32,cXxiIWhi8bg,,ང,ང,NA,,,FALSE,1,2spGEiuKPfe,island-sangdadorje-8501,44.896,46.681,NA,NA,36.933,ངས་རྩ་བ་ནས་མཇལ་མ་སོང་། _ཡིན་ནའི་འཇག་མ་གླིང་ཟེར་དགོས་ཡག་རྒྱུ་མཚན་འདི་ནི་ང་རས་འདི་བྱས་ཚུལ་བྱས་ན་ང་སྔོན་མ་ཕྲུ་གུ་༼སྤུ་གུ་༽སྒང་ལ་དེ་ལ་འགྲོ་མྱོང་། _དེ་བར་ཆུ་ར་བརྒལ། _འཇག་མ་གླིང་ཁའི་ཆུ་ཕར་ཕྱོགས་ངོས་ལ་ཆུ་བརྒལ་དེ་འདྲས་འགྲོ་མྱོང་། ,46.681,44.896,"I haven't seen one myself so far. When I was a kid, I used to go to Jakma Lingkha by crossing the river to get there.",32,3.0,ང་སྔོན་མ་ཕྲུ་གུ་༼སྤུ་གུ་༽སྒང་ལ་དེ་ལ་འགྲོ་མྱོང་། ,རྒན་ལགས་,55.133,ང་ སྔོན་མ་ སྒང་ ལ་ དེ་ ལ་ འགྲོ་ མྱོང་ །,nga  sngon ma  sgang  la  de  la  'gro  myong  /,167,175,N,pers,d,2,agent,p,R,ང་ སྔོན་མ་ སྒང་ ལ་ དེ་ ལ་ འགྲོ་ མྱོང་ །,7aLD2TuAdfw,Z7Pjlsm76lp,འགྲོ་ མྱོང་,འགྲོ,མྱོང,Ind,None,Neutral,NA,173,0.6931471805599453,0.6931471805599453,0,0.6931471805599453,3,2,23,2,1.0986122886681098,1,3.1780538303479458,1,0,0,1,1,2,2,0,0,0,S,0,1,1,0,0.6931471805599453,1,FALSE,Base
mKlDIrNWulW,island-sangdadorje-8501,6cjjqmIbH3q,o1nuQsttkSz,Y1LhtPso5IC,21,G,6,2,4,,,,,de  la ,དེ་ ལ་,5,6,171,172,4,'jag ma gling kha (the name),NA,14,abstract,refexpr,32,32,44enwoBu0bh,,དེ་ ལ,དེ,ལ,,,FALSE,3,2spGEiuKPfe,island-sangdadorje-8501,44.896,46.681,NA,NA,36.933,ངས་རྩ་བ་ནས་མཇལ་མ་སོང་། _ཡིན་ནའི་འཇག་མ་གླིང་ཟེར་དགོས་ཡག་རྒྱུ་མཚན་འདི་ནི་ང་རས་འདི་བྱས་ཚུལ་བྱས་ན་ང་སྔོན་མ་ཕྲུ་གུ་༼སྤུ་གུ་༽སྒང་ལ་དེ་ལ་འགྲོ་མྱོང་། _དེ་བར་ཆུ་ར་བརྒལ། _འཇག་མ་གླིང་ཁའི་ཆུ་ཕར་ཕྱོགས་ངོས་ལ་ཆུ་བརྒལ་དེ་འདྲས་འགྲོ་མྱོང་། ,46.681,44.896,"I haven't seen one myself so far. When I was a kid, I used to go to Jakma Lingkha by crossing the river to get there.",32,3.0,ང་སྔོན་མ་ཕྲུ་གུ་༼སྤུ་གུ་༽སྒང་ལ་དེ་ལ་འགྲོ་མྱོང་། ,རྒན་ལགས་,55.133,ང་ སྔོན་མ་ སྒང་ ལ་ དེ་ ལ་ འགྲོ་ མྱོང་ །,nga  sngon ma  sgang  la  de  la  'gro  myong  /,167,175,N,dem,d,2,goal,p,R,ང་ སྔོན་མ་ སྒང་ ལ་ དེ་ ལ་ འགྲོ་ མྱོང་ །,7aLD2TuAdfw,Z7Pjlsm76lp,འགྲོ་ མྱོང་,འགྲོ,མྱོང,Ind,None,Neutral,NA,173,0.6931471805599453,0,0.6931471805599453,0,3,0,6,0,1.0986122886681098,0,1.791759469228055,0,0,0,0,2,2,1,0,0,0,E,1,0,0,0,1.0986122886681098,1,FALSE,E
TwW43IO7136,island-sangdadorje-8501,aJQ4IXBLZqc,,p1t7FR58Mqb,N/A,COPS,20,4,N/A,,,,,'di 'dra  byed  dus,འདི་འདྲ་ བྱེད་ དུས,1,3,319,321,238,"'di 'dras byed dus (cut grass, clean trees etc)",NA,1,date/time,refexpr,62,62,ZvueWxylhYq,,འདི་འདྲ་ བྱེད་ དུས,འདི་འདྲ་བྱེད་དུས,NA,,,FALSE,3,Co39cuo5SUg,island-sangdadorje-8501,87.746,88.34,NA,NA,85.933,འདི་འདྲས་བྱས་ཙང་འདི་འདྲ་བྱེད་དུས། _དྲུག་ཅུ་རེ་གྲངས་ནང་ལ་རེད། _འོ་ལྟ་འཇག་མ་གླིང་ཁ་ཟེར་ཡག་དེ་གཏན་གཏན་རྩ་འཇག་མ་སྐྱེས་པ་རང་ལ་བརྟེན་ནས་ལབ་པ་ཡིན་འདྲ། ,88.34,87.746,"That was in the 1960s. It seems that the place got the name, Jakma Lingkha, because of the thick grass grew there.",62,6.0,འདི་འདྲ་བྱེད་དུས། ,རྒན་ལགས་,96.967,འདི་འདྲ་ བྱེད་ དུས །,'di 'dra  byed  dus /,319,322,N,nonPron,na,2,theme,l,R,འདི་འདྲ་ བྱེད་ དུས །,YVEye25tFhy,NQrfvHO8Fit,རེད,རེད,,Ind,Ind,Neutral,NA,329,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,0,0,0,COPS,1,0,0,0,1.3862943611198906,0,TRUE,Base
TgcmSuZ4IKn,island-sangdadorje-8501,SQlDpXbiHjC,,9gqv5Iz13Fb,N/A,PRED,24,4,N/A,,,,,drug cu  re grangs  nang  la ,དྲུག་ཅུ་ རེ་གྲངས་ ནང་ ལ་,1,4,325,328,33,drug cu re grangs,NA,4,date/time,refexpr,64,64,qV2PvBAHYr3,,དྲུག་ཅུ་ རེ་གྲངས་ ནང་ ལ,དྲུག་ཅུ་རེ་གྲངས་ནང,ལ,,,FALSE,3,3n6Y7eqz6mV,island-sangdadorje-8501,89.735,90.882,NA,NA,85.933,འདི་འདྲས་བྱས་ཙང་འདི་འདྲ་བྱེད་དུས། _དྲུག་ཅུ་རེ་གྲངས་ནང་ལ་རེད། _འོ་ལྟ་འཇག་མ་གླིང་ཁ་ཟེར་ཡག་དེ་གཏན་གཏན་རྩ་འཇག་མ་སྐྱེས་པ་རང་ལ་བརྟེན་ནས་ལབ་པ་ཡིན་འདྲ། ,90.882,89.735,"That was in the 1960s. It seems that the place got the name, Jakma Lingkha, because of the thick grass grew there.",64,6.0,དྲུག་ཅུ་རེ་གྲངས་ནང་ལ་རེད། ,རྒན་ལགས་,96.967,དྲུག་ཅུ་ རེ་གྲངས་ ནང་ ལ་ རེད །,drug cu  re grangs  nang  la  red /,325,330,N,nonPron,na,2,none,l,R,དྲུག་ཅུ་ རེ་གྲངས་ ནང་ ལ་ རེད །,YVEye25tFhy,NQrfvHO8Fit,རེད,རེད,,Ind,Ind,Neutral,NA,329,0,0,0,0,0,0,3,0,0,0,1.3862943611198906,0,0,0,0,2,2,1,0,0,0,PRED,0,0,0,0,1.9459101490553132,0,FALSE,PRED
b6UynfbbBsX,island-sangdadorje-8501,60Tg85xMd8G,,hYgGsqgASE9,15,P,7,1,2,,,,,phyags ma ,ཕྱགས་མ་,3,3,385,385,36,phyags ma,NA,3,thing,refexpr,75,75,ocguI8feadO,,ཕྱགས་མ,ཕྱགས་མ,NA,,,FALSE,3,xpSu6z8JA5I,island-sangdadorje-8501,104.115,104.98,NA,NA,103.933,འོ་ལྟ་ཕྱག་མ་འཇག་མ་གླིང་ཁ་ནས་རྙེད་བྱས་ཕྱགས་མ་འདི་འདྲས་སེ་ཚུར་ཡོང་ཡག་ཞེ་དྲག་ཡོག་རེད། _འདི་འདྲ་ཡིན་དུས་ཙམ་ལ་འཇག་མ་གླིང་ཁ་ཟེར་ཡག་གི་མིང་དེ་གཏན་གཏན་རྩ་འཇག་མ་མང་པོ་སྐྱེས་ལ་བརྟེན་ནས་སྔ་མོ་ཐོབ་དེ་འདྲས་ཡིན་པ་འདྲ། ,104.98,104.115,"Many of the brooms were then made from stalks of the thick grass collected from there. For that very reason, most likely it got the name as Jakma Lingkha a long time ago.",75,9.0,འོ་ལྟ་ཕྱགས་མ་,རྒན་ལགས་,119.5,འོ་ ལྟ་ ཕྱགས་མ་,'o  lta  phyags ma ,383,385,N,nonPron,na,1,theme,l,R,འོ་ ལྟ་ ཕྱགས་མ་,wSHYEOT0xO4,Mnx9d5co3cQ,རྙེད་ བྱས་,རྙེད,བྱས,Ind,None,Neutral,Conv,389,0.6931471805599453,0,0.6931471805599453,0,1,0,1,0,0,0,0,0,0,0,0,1,2,2,0,0,0,P,1,0,0,0,1.0986122886681098,0,FALSE,P
jl7mmyUw3Sb,island-sangdadorje-8501,fayhYD1EbrB,OMG7OGAvIKZ,2J82yeznnUC,31,OBL,18,3,6,,,,,'jag ma  gling kha  nas ,འཇག་མ་ གླིང་ཁ་ ནས་,1,3,386,388,137,'jag ma gling ka,NA,70,abstract,refexpr,76,76,zGbQWG8GFEC,,འཇག་མ་ གླིང་ཁ་ ནས,འཇག་མ་གླིང་ཁ,ནས,,,FALSE,3,HwFFMQI9gVa,island-sangdadorje-8501,104.982,106.912,NA,NA,103.933,འོ་ལྟ་ཕྱག་མ་འཇག་མ་གླིང་ཁ་ནས་རྙེད་བྱས་ཕྱགས་མ་འདི་འདྲས་སེ་ཚུར་ཡོང་ཡག་ཞེ་དྲག་ཡོག་རེད། _འདི་འདྲ་ཡིན་དུས་ཙམ་ལ་འཇག་མ་གླིང་ཁ་ཟེར་ཡག་གི་མིང་དེ་གཏན་གཏན་རྩ་འཇག་མ་མང་པོ་སྐྱེས་ལ་བརྟེན་ནས་སྔ་མོ་ཐོབ་དེ་འདྲས་ཡིན་པ་འདྲ། ,106.912,104.982,"Many of the brooms were then made from stalks of the thick grass collected from there. For that very reason, most likely it got the name as Jakma Lingkha a long time ago.",76,9.0,འཇག་མ་གླིང་ཁ་ནས་རྙེད་བྱས་ཕྱགས་མ་,རྒན་ལགས་,119.5,འཇག་མ་ གླིང་ཁ་ ནས་ རྙེད་ བྱས་ ཕྱགས་མ་,'jag ma  gling kha  nas  rnyed  byas  phyags ma ,386,391,N,nonPron,na,2,source,l,R,འཇག་མ་ གླིང་ཁ་ ནས་ རྙེད་ བྱས་ ཕྱགས་མ་,wSHYEOT0xO4,Mnx9d5co3cQ,རྙེད་ བྱས་,རྙེད,བྱས,Ind,None,Neutral,Conv,389,0.6931471805599453,0,0,0,6,3,28,3,1.791759469228055,3,3.367295829986474,3,0,0,0,2,2,1,0,0,0,E,0,0,0,0,1.791759469228055,0,FALSE,E
5XgWjll1HuA,island-sangdadorje-8501,i9Cz47qLIr8,Pp9jElLxPN3,HNwAl2H3oBF,438,COPLOC,15,4,84,,,,,lha sa 'i  nang  la ,ལྷ་ས འི་ ནང་ ལ་,4,7,455,458,6,lha sa,NA,8,location,refexpr,88,88,QpB3DFyY4jO,,ལྷ་ས འི་ ནང་ ལ,ལྷ་སའི་ནང,ལ,,,FALSE,3,QpwfE6fkrlW,island-sangdadorje-8501,123.955,126.515,NA,NA,119.533,ལྟ་དེའི་སྒང་ལ་རྐུན་མ་གླིང་ཁ་ཟེར་ཡག་གཅིག་ཡོད་རེད་པ། _འདི་སྐབས་དེ་དུས་ལྷ་སའི་ནང་ལ་ཆོག་སྤང་ཟེར་ནའི་འདྲ། _རྐུན་མ་འདི་འདྲ་ཟེར་ནའི་འདྲ་ཡོག་རེད། _འདི་འདྲས་ཁ་ཤས་ལྟ་ཉི་མའི་གོང་ལ་འཇག་མ་གླིང་ཁའི་ནང་དུ་བསྡད། ,126.515,123.955,"As for the other name, Robber's Park, it seems that during the old days, some hooligans and thieves would stay in the park during the daytime.",88,10.0,སྐབས་དེ་དུས་ད་ལྷ་སའི་ནང་ལ་ཆོག་སྤང་ཟེར་ནའི་འདྲ། ,རྒན་ལགས་,133.9,སྐབས་ དེ་དུས་ ད་ ལྷ་ས འི་ ནང་ ལ་ ཆོག་སྤང་ ཟེར་ ན འི་ འདྲ །,skabs  de dus  da  lha sa 'i  nang  la  chog spang  zer  na 'i  'dra /,452,464,N,nonPron,na,2,location/goal,l,R,སྐབས་ དེ་དུས་ ད་ ལྷ་ས འི་ ནང་ ལ་ ཆོག་སྤང་ ཟེར་ ན འི་ འདྲ །,IsUtv4VAffA,i82VdkPSru5,ཡོད་ རེད,ཡོད,རེད,Ind,Ind,Neutral,NA,472,0,0,0,0,1,0,6,0,0.6931471805599453,0,1.9459101490553132,0,0,0,1,1,2,2,0,0,0,COPLOC,0,0,0,0,1.791759469228055,0,FALSE,Base
3dSkRAH8f17Bh,island-sangdadorje-8501,o2Slan0ehyl,,tb50qvY39i2NO,N/A,EXIST,25,6,N/A,,,,,chog spang  zer  na 'i  'dra / rkun ma  'di 'dra  zer  na 'i  'dra ,ཆོག་སྤང་ ཟེར་ ན འི་ འདྲ ། རྐུན་མ་ འདི་འདྲ་ ཟེར་ ན འི་ འདྲ་,1,13,459,470,40,rkun ma,NA,10,person,refexpr,88,89,mahyyJojEs5,combined,ཆོག་སྤང་ ཟེར་ ན འི་ འདྲ ། རྐུན་མ་ འདི་འདྲ་ ཟེར་ ན འི་ འདྲ,ཆོག་སྤང་ཟེར་ནའི་འདྲ།རྐུན་མ་འདི་འདྲ་ཟེར་ནའི་འདྲ,NA,,,FALSE,3,Ymf8RxLXYlK,island-sangdadorje-8501,126.55,128.245,NA,NA,119.533,ལྟ་དེའི་སྒང་ལ་རྐུན་མ་གླིང་ཁ་ཟེར་ཡག་གཅིག་ཡོད་རེད་པ། _འདི་སྐབས་དེ་དུས་ལྷ་སའི་ནང་ལ་ཆོག་སྤང་ཟེར་ནའི་འདྲ། _རྐུན་མ་འདི་འདྲ་ཟེར་ནའི་འདྲ་ཡོག་རེད། _འདི་འདྲས་ཁ་ཤས་ལྟ་ཉི་མའི་གོང་ལ་འཇག་མ་གླིང་ཁའི་ནང་དུ་བསྡད། ,128.245,126.55,"As for the other name, Robber's Park, it seems that during the old days, some hooligans and thieves would stay in the park during the daytime.",89,10.0,རྐུན་མ་འདི་འདྲ་ཟེར་ནའི་འདྲ་_P_ཡོད་རེད། ,རྒན་ལགས་,133.9,རྐུན་མ་ འདི་འདྲ་ ཟེར་ ན འི་ འདྲ་ _P_ ཡོད་ རེད །,rkun ma  'di 'dra  zer  na 'i  'dra  [_P_] yod  red /,465,474,N,nonPron,na,1,none,l,R,རྐུན་མ་ འདི་འདྲ་ ཟེར་ ན འི་ འདྲ་ _P_ ཡོད་ རེད །,IsUtv4VAffA,i82VdkPSru5,ཡོད་ རེད,ཡོད,རེད,Ind,Ind,Neutral,NA,472,0.6931471805599453,0,0.6931471805599453,0,1,0,3,0,0,0,1.0986122886681098,0,0,0,0,2,2,1,0,0,0,EXIST,0,1,0,0,2.772588722239781,0,FALSE,EXIST
Xbsl1lTh28h,island-sangdadorje-8501,ZbUFPhApMBV,,bcPXrZ923Oo,N/A,S,15,2,N/A,,,,,'di 'dras  kha shas ,འདི་འདྲས་ ཁ་ཤས་,1,2,475,476,232,rkun ma (some of them),NA,1,person,refexpr,90,90,9QxTxjCuBcR,,འདི་འདྲས་ ཁ་ཤས,འདི་འདྲས་ཁ་ཤས,NA,,,FALSE,3,xbYRvg1DGMI,island-sangdadorje-8501,128.245,128.985,NA,NA,119.533,ལྟ་དེའི་སྒང་ལ་རྐུན་མ་གླིང་ཁ་ཟེར་ཡག་གཅིག་ཡོད་རེད་པ། _འདི་སྐབས་དེ་དུས་ལྷ་སའི་ནང་ལ་ཆོག་སྤང་ཟེར་ནའི་འདྲ། _རྐུན་མ་འདི་འདྲ་ཟེར་ནའི་འདྲ་ཡོག་རེད། _འདི་འདྲས་ཁ་ཤས་ལྟ་ཉི་མའི་གོང་ལ་འཇག་མ་གླིང་ཁའི་ནང་དུ་བསྡད། ,128.985,128.245,"As for the other name, Robber's Park, it seems that during the old days, some hooligans and thieves would stay in the park during the daytime.",90,10.0,འདི་འདྲས་ཁ་ཤས་,རྒན་ལགས་,133.9,འདི་འདྲས་ ཁ་ཤས་,'di 'dras  kha shas ,475,476,N,nonPron,i,1,agent,l,R,འདི་འདྲས་ ཁ་ཤས་,4TgUKJYKwXh,gRK8RJZNTNb,བསྡད,བསྡད,,Ind,None,Neutral,NA,493,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,2,2,0,0,0,S,1,1,0,0,1.6094379124341003,0,FALSE,Base
YNpznqJPB03,island-sangdadorje-8501,fayhYD1EbrB,qm6mfhZNUKj,bXDzApxrmHZ,98,OBL,25,5,16,,,,,'jag ma  gling kha 'i  nang  du ,འཇག་མ་ གླིང་ཁ འི་ ནང་ དུ་,1,5,484,488,137,'jag ma gling ka,NA,70,abstract,refexpr,92,92,EnIAzeqrIuN,,འཇག་མ་ གླིང་ཁ འི་ ནང་ དུ,འཇག་མ་གླིང་ཁའི་ནང,དུ,,,FALSE,3,1LFv8dE8wJS,island-sangdadorje-8501,130.58,131.704,NA,NA,119.533,ལྟ་དེའི་སྒང་ལ་རྐུན་མ་གླིང་ཁ་ཟེར་ཡག་གཅིག་ཡོད་རེད་པ། _འདི་སྐབས་དེ་དུས་ལྷ་སའི་ནང་ལ་ཆོག་སྤང་ཟེར་ནའི་འདྲ། _རྐུན་མ་འདི་འདྲ་ཟེར་ནའི་འདྲ་ཡོག་རེད། _འདི་འདྲས་ཁ་ཤས་ལྟ་ཉི་མའི་གོང་ལ་འཇག་མ་གླིང་ཁའི་ནང་དུ་བསྡད། ,131.704,130.58,"As for the other name, Robber's Park, it seems that during the old days, some hooligans and thieves would stay in the park during the daytime.",92,10.0,འཇག་མ་གླིང་ཁའི་ནང་དུ་##,རྒན་ལགས་,133.9,འཇག་མ་ གླིང་ཁ འི་ ནང་ དུ་ ##,'jag ma  gling kha 'i  nang  du  [##],484,489,N,nonPron,na,2,NA,l,R,འཇག་མ་ གླིང་ཁ འི་ ནང་ དུ་ ##,4TgUKJYKwXh,gRK8RJZNTNb,བསྡད,བསྡད,,Ind,None,Neutral,NA,493,0,0,0,0,7,3,27,3,2.0794415416798357,3,3.332204510175204,3,0,0,0,2,2,1,0,0,0,E,0,0,0,0,2.0794415416798357,0,FALSE,E
